Date,1. Kacchi Basmati ( P1 ),1. Kacchi Basmoti ( P3 ),1. Kacchi Basmati ( P5 ),2. Kacchi Basmati ( P1 ),2. Kacchi Basmoti ( P3 ),2. Kacchi Basmati ( P5 ),3. Kacchi Basmati ( P1 ),3. Kacchi Basmati ( P3 ),3. Kacchi Basmati ( P5 ),Achari Kabab,Chicken Reshmi Kabab,Chicken Hariali,Chicken Tikka,Mutton Boti Kabab,Chicken Roast,Jali Kabab,Mutton Rezala,Plan Naan,Butter Naan,Garlic Naan,Tilli Naan,Kashmiri Naan,Afgani Naan,Nawabiana Special Naan,Firni,Jorda,Water ( Large ),Burhani ( 1 Glass ),Chicken chap,Chicken Taoya Jhal,Chicken Tandoori,Morog polao (Dim),Kacchi set,Polao set,Set 01,Set 02,Set 03,Set 04,Pepsi 400mg,Drinks,Chicken Boti Taoya,Kacchi,Garlic chilli naan,Burhani(half litter),Burhani(1 litter),Kacchi special,Plain Polao Set 1,Morog pola (Dim),Chicken onion chaap,Burhani (half litter),Jali kabab,Jorda.1,Chicken Boti Taoya.1,Chicken Taowa Jhal,Chicken achari kabab,Chicken Tandoori.1,Plan naan,Butter naan,Garlic naan,Garlic chilli naan.1,Kashmiri Naan.1,Afghani naan,Nawabiana special naan,Ramadan Platter 01,Grill Platter,Kacchi set 2,Water half litter,Plain Polao Set 2,Nawabiana Kashmiri Naan,Chicken Nawabi Kabab,Chicken Onion Chap,Kasmiri Faluda,Regular Lacchi,Mango Lacchi,Badam Lacchi,Salt lacchi,HOT Coffee,Chocolate Cold Coffee,Ice Cream (2 Scoop),Ice Cream (3 Scoop),Banana Milkshake,Strawberry Milkshake,Vanilla Milkshake,Chocolate Milkshake,Mango Milshake,Oreo Milkshake,Kitkat Milkshake,Caramel Cold Coffee,Kaju Milkshake,Coconut Milkshake,Mix Fruits Juice,Nawabiana Special Fruits Salad,Special lacchi,Egg,4. Kacchi Basmati(P1),4. Kacchi Basmati(P3),Morog pola (Jali),Jhal Misty Voj,Achari Voj,Kashmiri voj,Nawabi Voj,Kacchi (Package),Plain Polao (Package),4. Kacchi Basmati(P5),Kacchi (4pcs Mutton),Jhal Misty Voj.1,Achari Voj.1,"Tandoori
 Voj",Nawabi Voj.1,Morog polao (jali),Firni.1,Chicken chap.1,KACCHI SET 3,Tikka Kabab,Morog polao without egg,Iftar package 01,Iftar package 2,Iftar package 03,Iftar package 4,Iftar package 5,Iftar package 6,Malai Lacchi,Blueberry Lacchi,Apple juice,Grape Juice,Malta Juice,Papaya  Juice,Pineapple Juice,Raw Mango,Ripe Mango,Olive Juice,Rose Apple  Juice,Oreo Cold Coffee,KitKat Cold Coffee,Special Faluda,Fruit salada
2022-09-11,537.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,25.0,37.0,6.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,96.0,31.0,6.0,2.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,577.0,2.0,56.0,0.0,2.0,0.0,0.0,4.0,253.0,8.0,5.0,0.0,0.0,0.0,3.0,1.0,2.0,10.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,450.0,0.0,0.0,0.0,19.0,30.0,7.0,6.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-12,421.0,2.0,1.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,22.0,65.0,4.0,0.0,3.0,1.0,0.0,15.0,0.0,0.0,105.0,52.0,3.0,7.0,11.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,247.0,1.0,16.0,1.0,1.0,4.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,21.0,16.0,1.0,0.0,2.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13,521.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,39.0,28.0,6.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,55.0,44.0,0.0,2.0,6.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,341.0,1.0,30.0,1.0,9.0,0.0,0.0,1.0,21.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,21.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-14,477.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,30.0,48.0,8.0,0.0,6.0,2.0,4.0,24.0,0.0,0.0,134.0,53.0,2.0,3.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,290.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,24.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,34.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-15,867.0,4.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,6.0,0.0,43.0,59.0,12.0,0.0,6.0,0.0,2.0,12.0,0.0,0.0,67.0,60.0,6.0,11.0,5.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,640.0,1.0,15.0,3.0,4.0,7.0,0.0,6.0,9.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,13.0,24.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,462.0,0.0,1.0,0.0,32.0,12.0,16.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-16,655.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,33.0,47.0,24.0,0.0,12.0,1.0,0.0,9.0,0.0,0.0,65.0,45.0,5.0,12.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,462.0,9.0,16.0,1.0,3.0,0.0,0.0,1.0,24.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,42.0,16.0,6.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-17,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,10.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-18,367.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,36.0,34.0,4.0,0.0,5.0,1.0,0.0,18.0,5.0,0.0,70.0,42.0,8.0,12.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,29.0,6.0,6.0,2.0,0.0,2.0,14.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-19,359.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,18.0,0.0,23.0,58.0,7.0,1.0,5.0,1.0,0.0,7.0,4.0,0.0,80.0,30.0,7.0,19.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,83.0,0.0,41.0,0.0,1.0,7.0,0.0,1.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,16.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-20,409.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,31.0,59.0,3.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,64.0,41.0,3.0,14.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,45.0,7.0,27.0,0.0,4.0,1.0,0.0,1.0,16.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,7.0,6.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-21,380.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,11.0,12.0,0.0,35.0,50.0,10.0,0.0,2.0,5.0,0.0,27.0,0.0,0.0,89.0,45.0,2.0,5.0,6.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,30.0,3.0,41.0,0.0,3.0,1.0,0.0,1.0,14.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,13.0,10.0,31.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,17.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-22,379.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,16.0,53.0,13.0,0.0,17.0,1.0,0.0,2.0,0.0,0.0,96.0,27.0,3.0,15.0,1.0,1.0,0.0,15.0,1.0,0.0,1.0,0.0,19.0,2.0,47.0,2.0,2.0,0.0,0.0,2.0,23.0,8.0,3.0,3.0,0.0,1.0,1.0,0.0,14.0,2.0,20.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,23.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-23,305.0,4.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,21.0,52.0,7.0,0.0,8.0,2.0,0.0,19.0,0.0,0.0,43.0,33.0,4.0,8.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,14.0,4.0,29.0,6.0,2.0,4.0,0.0,0.0,6.0,16.0,1.0,7.0,0.0,3.0,0.0,0.0,4.0,15.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,11.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-24,277.0,6.0,10.0,14.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,37.0,36.0,7.0,1.0,10.0,5.0,0.0,13.0,0.0,0.0,66.0,49.0,2.0,4.0,0.0,2.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,3.0,39.0,0.0,5.0,1.0,0.0,5.0,7.0,13.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,6.0,35.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,20.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-25,348.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,21.0,25.0,10.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,55.0,40.0,2.0,2.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,198.0,4.0,25.0,0.0,4.0,4.0,0.0,2.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,25.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,106.0,0.0,0.0,0.0,10.0,8.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,360.0,2.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,19.0,16.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,53.0,23.0,2.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,193.0,1.0,22.0,0.0,7.0,2.0,0.0,1.0,20.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,10.0,13.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,12.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,309.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,4.0,47.0,4.0,0.0,6.0,1.0,0.0,8.0,0.0,0.0,51.0,22.0,3.0,8.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,227.0,2.0,13.0,0.0,5.0,1.0,0.0,2.0,19.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,11.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,19.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-09-28,357.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,12.0,46.0,6.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,57.0,26.0,1.0,5.0,10.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,203.0,3.0,29.0,0.0,1.0,11.0,0.0,1.0,12.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,7.0,8.0,21.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,26.0,9.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-09-29,503.0,9.0,3.0,9.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,20.0,51.0,18.0,0.0,9.0,5.0,0.0,13.0,0.0,0.0,88.0,31.0,5.0,17.0,12.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,353.0,5.0,31.0,1.0,4.0,3.0,0.0,6.0,25.0,6.0,4.0,0.0,0.0,3.0,2.0,0.0,7.0,4.0,16.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,163.0,0.0,0.0,0.0,38.0,21.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,469.0,5.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,15.0,50.0,16.0,0.0,4.0,1.0,0.0,1.0,0.0,27.0,80.0,35.0,5.0,15.0,7.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0,248.0,4.0,7.0,0.0,3.0,0.0,0.0,1.0,28.0,11.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,6.0,8.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,21.0,16.0,8.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,328.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,6.0,43.0,8.0,0.0,2.0,0.0,1.0,14.0,0.0,9.0,59.0,37.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0,38.0,0.0,2.0,1.0,0.0,1.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,104.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-02,307.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,12.0,35.0,9.0,40.0,64.0,0.0,1.0,1.0,3.0,10.0,0.0,0.0,34.0,34.0,8.0,4.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,3.0,6.0,0.0,0.0,58.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,11.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,1.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
